[(94,163,313,198),
(94,125,517,165),
(266,64,376,98),
(94,215,501,257),
(94,589,470,633),
(94,514,454,559),
(94,258,486,300),
(94,16,376,49),
(94,552,454,595),
(109,341,501,381),
(94,747,250,781),
(94,627,454,670),
(423,64,501,98),
(423,15,501,49),
(94,461,313,497),
(94,713,454,756),
(94,424,470,464),
(94,59,141,90),
(94,383,486,423),
(109,303,470,341),
(94,664,235,698),
]
